Time	Flux	Well	Substrate-Temperature	Substrate-OP	Ni-Temperature	Ni-OP	CuBase-Temperature	CuBase-OP	CuTip-Temperature	CuTip-OP	Mn-Temperature	Mn-OP	Sb-Temperature	Sb-OP
20201202140428	0	0	250.0	5.1	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	35.2
20201202140431	0	0	250.0	4.8	600.0	10.9	1000.0	21.1	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140434	0	0	250.0	4.9	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140439	0	0	250.0	4.9	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140442	0	0	250.0	4.3	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.4	424.6	35.1
20201202140446	0	0	250.0	5.3	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140449	0	0	250.0	4.7	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.2	424.6	35.0
20201202140452	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140457	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	35.0
20201202140500	0	0	250.0	4.6	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140503	0	0	250.0	4.4	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140506	0	0	250.0	3.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.2	424.6	34.7
20201202140509	0	0	250.0	5.7	600.0	10.9	1000.1	20.4	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140513	0	0	250.1	4.5	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140516	0	0	250.0	4.5	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140519	0	0	250.0	5.7	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140522	0	0	250.0	4.1	600.0	11.0	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140526	0	0	250.0	5.1	600.0	10.9	1000.0	20.4	1180.0	41.6	823.0	69.4	424.6	34.6
20201202140529	0	0	250.1	4.8	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140532	0	0	250.0	4.1	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140535	0	0	250.0	5.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140538	0	0	250.1	3.9	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140542	0	0	249.9	4.8	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140545	0	0	250.1	4.8	600.0	10.9	1000.0	21.0	1180.0	41.7	823.0	69.3	424.6	35.0
20201202140548	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140551	0	0	250.0	5.7	600.0	10.9	1000.1	20.3	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140554	0	0	250.0	4.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140558	0	0	250.0	4.8	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140601	0	0	250.0	4.5	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140604	0	0	250.0	5.1	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140607	0	0	250.0	4.8	600.0	10.9	1000.0	21.1	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140612	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	34.8
20201202140615	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	35.0
20201202140619	0	0	250.0	4.6	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	35.0
20201202140622	0	0	250.0	4.7	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140626	0	0	250.0	4.8	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140631	0	0	250.0	4.6	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.3
20201202140634	0	0	250.0	4.7	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140638	0	0	250.0	4.3	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140641	0	0	250.0	5.1	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140644	0	0	250.0	5.0	600.0	10.9	999.9	21.3	1180.0	41.6	823.0	69.4	424.6	34.5
20201202140649	0	0	250.0	4.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140652	0	0	250.0	5.3	600.0	10.9	1000.1	21.0	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140656	0	0	250.0	4.6	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140659	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140702	0	0	250.0	4.7	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	35.2
20201202140707	0	0	250.0	4.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140710	0	0	250.0	5.4	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140713	0	0	250.0	5.4	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140716	0	0	250.0	5.1	600.0	10.9	1000.0	20.4	1180.0	41.6	823.0	69.4	424.6	34.9
20201202140720	0	0	250.1	4.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140723	0	0	250.0	4.2	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	35.1
20201202140726	0	0	250.0	5.7	600.0	10.9	1000.2	20.5	1180.0	41.6	823.0	69.2	424.6	34.7
20201202140730	0	0	250.0	4.4	600.0	10.9	1000.1	20.6	1180.0	41.7	823.0	69.3	424.6	35.0
20201202140733	0	0	250.0	4.2	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	34.9
20201202140736	0	0	250.0	5.4	600.0	10.9	1000.0	20.4	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140739	0	0	250.0	4.1	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140742	0	0	250.0	5.5	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140746	0	0	250.1	4.4	600.0	10.9	999.9	20.6	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140749	0	0	250.0	4.5	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.9
20201202140752	0	0	250.0	5.5	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140755	0	0	250.0	4.2	600.0	10.9	1000.1	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140759	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140802	0	0	250.0	5.0	600.0	10.9	1000.1	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140805	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140808	0	0	250.0	5.5	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140812	0	0	250.0	5.4	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140815	0	0	250.0	4.5	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.5
20201202140818	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140823	0	0	250.0	4.8	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	34.8
20201202140826	0	0	250.0	4.7	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.4	424.6	35.1
20201202140830	0	0	249.9	5.2	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140833	0	0	250.0	4.6	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140836	0	0	250.0	4.8	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140841	0	0	250.0	4.9	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.2	424.6	34.9
20201202140845	0	0	250.0	4.5	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140848	0	0	250.0	4.8	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.2	424.6	34.9
20201202140852	0	0	250.0	4.9	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.5
20201202140855	0	0	250.0	4.9	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	34.7
20201202140859	0	0	250.0	4.6	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140902	0	0	250.0	4.5	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140906	0	0	250.0	4.9	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140909	0	0	250.0	4.9	600.0	10.9	999.9	20.6	1180.0	41.6	823.0	69.4	424.6	34.9
20201202140913	0	0	250.0	4.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140917	0	0	250.0	4.7	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.4	424.6	35.0
20201202140920	0	0	250.0	4.4	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.4
20201202140923	0	0	250.0	4.6	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140926	0	0	250.1	4.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140930	0	0	250.0	4.6	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140933	0	0	250.0	5.3	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140936	0	0	250.0	4.0	600.0	10.9	999.9	21.2	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140939	0	0	250.0	5.6	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.2	424.6	35.0
20201202140943	0	0	250.1	5.1	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.2	424.6	34.8
20201202140946	0	0	250.0	4.3	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140949	0	0	250.0	5.5	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140952	0	0	250.0	4.4	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140955	0	0	250.0	4.8	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140959	0	0	250.0	5.2	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141002	0	0	250.0	4.4	600.0	11.0	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141005	0	0	250.0	5.6	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	34.9
20201202141008	0	0	250.0	4.1	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	35.0
20201202141011	0	0	249.9	5.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141015	0	0	250.0	4.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141018	0	0	250.0	3.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141021	0	0	250.0	4.6	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.5
20201202141024	0	0	250.0	5.0	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141028	0	0	250.0	4.8	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141033	0	0	250.0	4.8	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141036	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.7	823.0	69.3	424.6	34.6
20201202141039	0	0	250.0	4.5	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141043	0	0	250.0	5.0	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141046	0	0	250.0	4.8	600.0	11.0	999.9	21.0	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141051	0	0	250.0	4.9	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.4	424.6	35.3
20201202141054	0	0	250.0	5.1	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141058	0	0	250.0	4.7	600.0	11.0	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141101	0	0	250.0	4.8	600.0	11.0	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	35.2
20201202141104	0	0	250.0	4.9	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	35.2
20201202141109	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141112	0	0	250.0	5.0	600.0	11.0	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141116	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141119	0	0	250.0	5.0	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141123	0	0	250.0	4.7	600.0	10.9	1000.0	20.7	1180.0	41.7	823.0	69.4	424.6	34.7
20201202141127	0	0	250.0	5.0	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141130	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141134	0	0	250.0	5.0	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141137	0	0	250.0	4.2	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	34.9
20201202141140	0	0	250.0	5.6	600.0	10.9	1000.1	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141143	0	0	250.0	4.0	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	35.1
20201202141146	0	0	250.0	5.3	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141149	0	0	250.1	4.4	600.0	11.0	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141153	0	0	250.0	4.7	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141156	0	0	250.0	5.3	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141159	0	0	250.0	4.2	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	34.6
20201202141202	0	0	250.0	5.4	600.0	10.9	999.8	21.0	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141206	0	0	250.1	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141209	0	0	250.0	4.3	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.1
20201202141212	0	0	250.0	5.5	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141215	0	0	250.0	4.2	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	34.6
20201202141219	0	0	249.9	5.0	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141222	0	0	250.1	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202141225	0	0	250.0	4.5	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	35.0
20201202141228	0	0	250.0	5.6	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.6
20201202141231	0	0	250.0	5.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141235	0	0	250.0	4.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141238	0	0	250.0	5.1	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141243	0	0	250.0	4.9	600.0	10.9	1000.2	20.5	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141246	0	0	250.0	4.6	600.0	11.0	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.5
20201202141250	0	0	249.9	5.1	600.0	10.9	1000.1	20.6	1180.0	41.7	823.0	69.3	424.6	34.8
20201202141253	0	0	250.0	4.7	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.4	424.6	34.6
20201202141256	0	0	250.0	5.0	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	34.6
20201202141301	0	0	250.0	4.5	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	34.9
20201202141304	0	0	250.0	4.3	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.4	424.6	35.0
20201202141308	0	0	250.0	4.5	600.0	10.9	999.9	20.8	1180.0	41.7	823.0	69.3	424.6	35.4
20201202141311	0	0	250.0	5.0	600.0	10.9	1000.0	20.5	1180.0	41.7	823.0	69.3	424.6	34.7
20201202141314	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141319	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141323	0	0	250.0	5.0	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141326	0	0	250.0	4.5	600.0	10.9	1000.0	20.5	1180.0	41.7	823.0	69.4	424.6	34.7
20201202141330	0	0	250.0	4.8	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141333	0	0	250.0	4.8	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141337	0	0	250.0	4.8	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141340	0	0	250.0	5.0	600.0	10.9	1000.1	20.7	1180.0	41.7	823.0	69.3	424.6	34.5
20201202141344	0	0	250.0	5.3	600.0	11.0	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141347	0	0	250.0	5.7	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141350	0	0	250.0	4.1	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141353	0	0	249.9	5.1	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141357	0	0	250.0	5.1	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.6
20201202141400	0	0	250.0	4.1	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141403	0	0	250.0	5.2	600.0	10.9	999.8	21.1	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141406	0	0	250.1	4.1	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.6
20201202141409	0	0	249.9	5.1	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.5
20201202141412	0	0	250.1	5.0	600.0	10.9	999.9	21.2	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141416	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.2	424.6	34.8
20201202141419	0	0	250.0	5.7	600.0	10.9	1000.1	20.6	1180.0	41.7	823.0	69.2	424.6	34.9
20201202141422	0	0	250.0	3.9	600.0	10.9	1000.0	20.8	1180.0	41.7	823.0	69.3	424.6	34.7
20201202141425	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.7	823.0	69.3	424.6	35.1
20201202141429	0	0	250.1	5.0	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.5
20201202141432	0	0	250.0	4.2	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141435	0	0	250.0	5.5	600.0	10.9	999.9	21.2	1180.0	41.6	823.0	69.3	424.6	34.6
20201202141438	0	0	250.0	4.6	600.0	10.9	1000.0	20.8	1180.0	41.7	823.0	69.4	424.6	34.6
20201202141441	0	0	250.0	4.9	600.0	10.9	1000.1	20.8	1180.0	41.7	823.0	69.3	424.6	34.7
20201202141445	0	0	250.0	4.6	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141448	0	0	250.0	4.9	600.0	10.9	1000.1	20.6	1180.0	41.7	823.0	69.3	424.6	34.8
20201202141453	0	0	250.0	4.7	600.0	10.9	1000.0	20.6	1180.0	41.7	823.0	69.3	424.6	35.0
20201202141456	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	35.0
20201202141500	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.7	823.0	69.3	424.6	34.8
20201202141503	0	0	250.0	5.0	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141506	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141511	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141514	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141518	0	0	250.0	5.2	600.0	11.0	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	34.7
20201202141521	0	0	250.0	4.8	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141524	0	0	250.0	4.7	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	35.0
20201202141529	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141532	0	0	250.0	4.4	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141536	0	0	250.0	5.0	600.0	10.9	1000.2	20.5	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141539	0	0	250.0	4.9	600.0	10.9	999.8	21.0	1180.0	41.6	823.0	69.3	424.6	34.6
20201202141542	0	0	250.0	4.8	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141547	0	0	250.0	4.7	600.0	10.9	1000.1	20.4	1180.0	41.7	823.0	69.2	424.6	34.5
20201202141550	0	0	250.0	4.4	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141553	0	0	250.0	4.3	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141556	0	0	250.0	3.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141559	0	0	249.9	5.3	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.1
20201202141603	0	0	250.0	4.3	600.0	10.9	1000.0	20.4	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141606	0	0	250.0	4.3	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141609	0	0	250.0	5.5	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141612	0	0	250.0	3.9	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.7
20201202141615	0	0	250.0	5.6	600.0	10.9	1000.0	20.6	1180.0	41.7	823.0	69.3	424.6	34.9
20201202141619	0	0	250.0	4.4	600.0	10.9	999.9	21.0	1180.0	41.7	823.0	69.3	424.6	34.5
20201202141622	0	0	250.0	4.5	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141625	0	0	250.0	5.5	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141628	0	0	250.0	4.1	600.0	10.9	1000.0	20.6	1180.0	41.7	823.0	69.3	424.6	34.6
20201202141632	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.7	823.0	69.2	424.6	34.8
20201202141635	0	0	250.0	4.9	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	34.6
20201202141638	0	0	250.0	4.3	600.0	10.9	999.9	20.6	1180.0	41.7	823.0	69.2	424.6	34.8
20201202141641	0	0	250.0	5.5	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141644	0	0	250.0	4.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141648	0	0	250.0	4.4	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.4	424.6	35.2
20201202141651	0	0	250.0	4.7	600.0	10.9	1000.0	20.8	1180.0	41.7	823.0	69.3	424.6	34.6
20201202141654	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.8
20201202141657	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.7	823.0	69.4	424.6	35.0
20201202141702	0	0	250.0	4.9	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202141706	0	0	250.0	4.9	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202141709	0	0	250.0	4.4	600.0	10.9	1000.1	20.7	1180.0	41.7	823.0	69.3	424.6	34.6
20201202141712	0	0	250.0	5.0	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202141716	0	0	250.0	4.7	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141721	0	0	250.0	4.9	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.4	424.6	34.9
20201202141724	0	0	250.0	4.9	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202141728	0	0	250.0	4.4	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.4
20201202141731	0	0	250.0	4.8	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	35.0
20201202141735	0	0	250.0	4.8	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202141739	0	0	250.0	5.0	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
